time,TATM,E,NC,nonUV,ES,YGROSS,S,invNCfrac,MIU,CPC,YNET,K,scc,gama3,ratioKNC,g4,theta1,share1,climsen,prtp,share2,theta2,YGreen,elasmu,damageNC
2140,2.1619621201109767,0.00500113430358874,0.05920611270076061,0.24332306241036958,45.48819853077179,749.752781758338,0.23731812192928728,0.0,0.9999967817352018,54.14755606311829,744.8898038973582,1871.7858531851873,568.6265732312266,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,738.0192037962973,1.45,0.07923818399245847
2145,2.1503469762712397,0.004098298448415591,0.043330103946534894,0.20815884306590218,43.14970439196343,788.9247965284789,0.23708337337730503,0.0,0.9999965480696875,56.956724906662835,783.8625797663761,1980.9974854107477,592.2413825370899,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,777.116520319865,1.45,0.07923818399245847
2150,2.138591184318127,0.0033709051533383863,0.031804208999070674,0.17833734605816773,40.91401394684957,828.49916243524,0.2372245384500276,0.0,0.9999964091692644,59.77176198104138,823.2409798305184,2090.9662358835258,613.8653633984075,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,816.62887303618,1.45,0.07923818399245847
2155,2.126913719930118,0.003167897569875933,0.023412050019698757,0.15300996705998848,38.78035107690906,868.6297292127847,0.23785565506918108,0.0,0.9999928459347358,62.589916636517806,863.176892653495,2203.316690081733,633.2841109749152,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,856.7053740251855,1.45,0.07923818399245847
2160,2.115479580331106,0.002197708320982665,0.01728322759883489,0.13146568981614515,36.74669217634535,909.4910523300008,0.23760332658736766,0.0,0.9999973504865398,65.5358417471125,903.8429292499751,2319.897562026604,652.1201699842902,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,897.5159314587547,1.45,0.07923818399245847
2165,2.104408764189581,0.0020291591738585218,0.012793774728458723,0.11310956957065446,34.80918662377525,950.5279787215379,0.238100881511492,0.0,0.9999954233865316,68.43271223073003,944.6866297244864,2436.1401662998896,667.5864606288714,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,938.5110491056749,1.45,0.07923818399245847
2170,2.0937865015613655,0.0017572945578588476,0.009495329117143245,0.09744397937863193,32.96496019519362,992.1326332279045,0.23816306092796538,0.0,0.9999951230250655,71.41080475257564,986.097003738022,2555.8179473001037,681.3394146511428,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,980.0756866416642,1.45,0.07923818399245847
2175,2.0836693616432416,0.004672402567716256,0.007064836771608939,0.08405258337260633,31.209890613382672,1033.9692365759431,0.23791748146939204,0.0,0.9999664104013488,74.43832654238211,1027.7397353566482,2676.2740670595194,692.6772894196104,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,1021.8770512340733,1.45,0.07923818399245847
2180,2.0740943036399493,0.0021247593413125706,0.005268837008580744,0.07258675504925637,29.540023301186316,1075.8268833446264,0.23833613520547886,0.0,0.9999877538559386,77.40459545313861,1069.40462996688,2795.9251458628737,699.8967215816632,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,1063.703622854321,1.45,0.07923818399245847
2185,2.065074736346849,0.001608222115604462,0.0039380987038785484,0.06275427239541981,27.952010914131154,1118.0932611703954,0.23888352241630104,0.0,0.9999910048441445,80.3859692918839,1111.4766193862092,2918.560891756394,703.8480209511846,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,1105.9383076314039,1.45,0.07923818399245847
