time,TATM,E,NC,nonUV,ES,YGROSS,S,invNCfrac,MIU,CPC,YNET,K,scc,gama3,ratioKNC,g4,theta1,share1,climsen,prtp,share2,theta2,YGreen,elasmu,damageNC
2060,1.6106111198869741,0.16764067975721272,9.80497182785581,3.1312891638837526,82.15684943290714,237.82390941626278,0.23995207345854702,0.0,0.999967547771487,18.434486139676753,236.9678085309314,533.7315053813304,274.65717251988764,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,230.16606196314405,1.45,0.07902286641291013
2065,1.651297655401892,0.13299681171949748,8.06676018854076,2.8402042512010928,83.55983358006648,262.18553501151274,0.23977685597602078,0.0,0.999990185002476,20.090604683047435,261.1934531667421,591.307235651846,301.059425097849,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,254.22156140929778,1.45,0.07902286641291013
2070,1.683317070768573,0.10604772647231246,6.590944038780281,2.5672833966627606,84.5085086692742,287.97039380364896,0.2396749370585802,0.0,0.9999969573513766,21.849579707260922,286.83807754947594,653.9432431602402,328.64830112415376,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,279.71692152440653,1.45,0.07902286641291013
2075,1.7086038518036148,0.08482821948132524,5.355471137355538,2.314189088504986,85.04879784777599,315.1212018725473,0.23924035769091348,0.0,0.9999977898536835,23.71989656024352,313.84462070810855,721.3526234566,357.5263517852029,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,306.5963172018694,1.45,0.07902286641291013
2080,1.7287536376560153,0.06773626516082888,4.3323205163351135,2.081422714475633,85.22353276342146,343.51143864217624,0.23915807758213506,0.0,0.9999997811752157,25.672220321098365,342.08683036576366,792.7025735953478,386.99160706071035,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,334.73560923746044,1.45,0.07902286641291013
2085,1.7450745604576365,0.05441622663398456,3.491984369681972,1.8686851981224586,85.07327319898398,373.165173253184,0.2388462411476992,0.0,0.999997261786669,27.727569872477005,371.58822614902215,868.356566699896,417.3821233372992,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,364.15675193494644,1.45,0.07902286641291013
2090,1.7586326117980633,0.04339730662838042,2.806156776197469,1.6751587316423089,84.6331161057739,403.975564709231,0.23857167536908544,0.0,0.9999993649308409,29.87004208624084,402.24178711042794,947.6432260117072,448.2529264279024,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,394.75334973743765,1.45,0.07902286641291013
2095,1.7702894461513055,0.03492223207227439,2.249150738969506,1.499716886272041,83.9345502398192,435.90604051076366,0.23861205660974727,0.0,0.9999973365101715,32.08552361316432,434.01034101905685,1030.458688549748,479.1922089640049,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,426.4874161038442,1.45,0.07902286641291013
2100,1.780736396365977,0.028047178675079432,1.7984814098868116,1.3410747219625057,83.00553681190226,468.9914849510653,0.2385063831225907,0.0,0.9999967960069011,34.394984939846644,466.9277578176595,1117.3007483753174,510.5244870694457,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,459.3904133517912,1.45,0.07902286641291013
2105,1.7869862696149696,0.023022482312932493,1.4360906839401568,1.1983700112820568,81.8695741694998,503.13325759173404,0.2384432530677163,0.0,0.9999916031271013,36.7843371394214,500.9037266565786,1207.5926485567793,541.8539435137338,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,493.3720812945133,1.45,0.07902286641291013
2110,1.789939213359242,0.017989226728618992,1.1459572594679126,1.0704939324759914,80.56624732472265,538.2994415030835,0.23826476877985847,0.0,0.9999976579817443,39.259184616732774,535.9061888989489,1301.2776032295603,573.1905839430407,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,528.3986619306401,1.45,0.07902286641291013
2115,1.7903335302818528,0.014282313788068442,0.9143580968635369,0.956220736474344,79.12875253119115,574.4075577626454,0.23790650535264635,0.0,0.9999992176324645,41.818361568368644,571.8526449618355,1397.8853369734761,604.3902241519532,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,564.387258107938,1.45,0.07902286641291013
2120,1.7887733519857743,0.011693145999587824,0.7298223283446893,0.8542963937326958,77.5848452278746,611.3570918954239,0.238181031080291,0.0,0.99999684441595,44.40913234090124,608.6425682238371,1496.7943138395758,634.2579124630024,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,601.2366385298191,1.45,0.07902286641291013
2125,1.7857505203958837,0.009194894090297279,0.5829268550007802,0.7634964669209545,75.95889592947648,649.3384614648218,0.2383093291929651,0.0,0.9999990081068972,47.08685866643717,646.4650306538343,1599.8578868205338,663.7835429752662,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,639.1315308556783,1.45,0.07902286641291013
2130,1.7816623148362132,0.007285719726922223,0.46602685508484754,0.6826615963161012,74.26969916988432,688.2229031867453,0.23823841111219007,0.0,0.9999998652364697,49.847052959357626,685.1913307117908,1706.255115510105,692.7147406369411,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,677.9432957462443,1.45,0.07902286641291013
2135,1.7768280083277548,0.006249026529431415,0.3729753003105688,0.6107170378420507,72.53279986437808,727.8735852628483,0.23811751029001058,0.0,0.9999960569232785,52.6715252902578,724.6847301469074,1815.0872511712962,720.520442255105,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,717.5350102828796,1.45,0.07902286641291013
2140,1.7715025857591724,0.004704803959153891,0.2988605087600692,0.5466813594408256,70.76132211786361,768.2266946437059,0.23832662321687342,0.0,0.9999995366089143,55.52835210654048,764.8811947440812,1926.079121916521,746.4128692149001,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,757.8412487131883,1.45,0.07902286641291013
2145,1.7658866030339049,0.004258966354769973,0.23977485562409215,0.4896681076240234,68.96663276410895,809.3835424486097,0.2384873482173407,0.0,0.9999951955939818,58.44993444582652,805.8811239430231,2040.399189401851,770.8338016925469,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,798.9601489158069,1.45,0.07902286641291013
2150,1.7601375336070892,0.004227598361436865,0.19261817296407652,0.43888286929894693,67.15753900200285,851.250538526218,0.23874118335614514,0.0,0.9999888800435334,61.418370203216654,847.5908961007787,2157.544753581211,793.2440934330069,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,840.7973577771694,1.45,0.07902286641291013
2155,1.7543768841583658,0.002574779015320664,0.15493495502226678,0.3936177778280178,65.3415870614122,893.8093670008786,0.23853745389831998,0.0,0.9999982985774578,64.47754340653475,889.9918696848681,2277.673382334377,814.2229555959253,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,883.3326545020176,1.45,0.07902286641291013
2160,1.7486948108244353,0.002918329015667129,0.12478183874591264,0.35324472925425604,63.52439289777244,936.7625024898007,0.23883736534864713,0.0,0.999991071184928,67.52602240263275,932.7874251152284,2398.482967285405,831.717369836879,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,926.2708243610361,1.45,0.07902286641291013
2165,1.7431597688896316,0.0020614507125590008,0.1006208300033758,0.3172078656076734,61.712008287331074,980.3510781325671,0.2384045872635806,0.0,0.9999952784710869,70.6894954482877,976.2173294943007,2522.4206238009056,847.7108927389115,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,969.8479907723711,1.45,0.07902286641291013
2170,1.737819475119117,0.0021770577337042636,0.0812342474004363,0.28501622304780533,59.90794498231886,1024.09491147622,0.23842652365280076,0.0,0.9999915847423927,73.8270491852263,1019.803130267473,2645.545203890697,859.5250326371057,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,1013.5878936141925,1.45,0.07902286641291013
2175,1.7327072804757564,0.0011772611915894702,0.06565718852459836,0.25623658701402957,58.11680485903786,1068.255427209977,0.2396264144342,0.0,0.9999982290978257,76.87849659872147,1063.8048785451426,2770.499176900402,866.0487791970169,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,1057.747249443019,1.45,0.07902286641291013
2180,1.7278430250883046,0.001306137642350793,0.053124220821262454,0.2304869211501218,56.34314301825455,1113.4607179670775,0.23788214984357603,0.0,0.9999953745489102,80.30815408952864,1108.8478447928553,2903.2729627762583,874.4408324945742,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,1102.9472830728057,1.45,0.07902286641291013
