time,TATM,TATM_1,E,NC,nonUV,ES,YGROSS,S,invNCfrac,MIU,CPC,YNET,K,scc,gama3,ratioKNC,g4,theta1,share1,climsen,prtp,share2,theta2,YGreen,elasmu,damageNC,TATM_2,E_1,NC_1,nonUV_1,ES_1,YGROSS_1,S_1,invNCfrac_1,MIU_1,CPC_1,YNET_1,K_1,scc_1,gama3_1,ratioKNC_1,g4_1,theta1_1,share1_1,climsen_1,prtp_1,share2_1,theta2_1,YGreen_1,elasmu_1,damageNC_1,TATM_3,E_2,NC_2,nonUV_2,ES_2,YGROSS_2,S_2,invNCfrac_2,MIU_2,CPC_2,YNET_2,K_2,scc_2,gama3_2,ratioKNC_2,g4_2,theta1_2,share1_2,climsen_2,prtp_2,share2_2,theta2_2,YGreen_2,elasmu_2,damageNC_2
2010,0.83,0.83,16.3133872594873,34.883720930232556,5.906244232186183,42.94752999324122,62.643043114968066,0.2518782671794823,0.0,0.5176945957798723,6.781839857503294,62.583158249582446,135.0,95.64284220060692,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.05,0.5750000000000001,61.987533460324144,1.45,0.07912968710236556,0.83,13.904611157187198,34.883720930232556,5.906244232186183,42.94752999324122,62.643043114968066,0.2544961545958265,0.0,0.5963321954557128,6.726561676494848,62.583158249582446,135.0,104.76517882532232,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.1,0.5750000000000001,61.6981777189023,1.45,0.07912968710236556,0.83,12.327965699230006,34.883720930232556,5.906244232186183,42.94752999324122,62.643043114968066,0.2552684357295301,0.0,0.6478038180092494,6.694448621276569,62.583158249582446,135.0,114.40378071460823,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.15,0.5750000000000001,61.467301600317455,1.45,0.07912968710236556
2015,0.9184269747151429,0.9192725567032679,16.49690489299845,32.697270956586195,5.718152757367207,48.63253296498869,74.08883602083385,0.24923015296134027,0.0,0.5570353293252404,7.586440046044133,74.0019541011754,157.78271257358313,109.52276832760377,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.05,0.5750000000000001,73.19989183185274,1.45,0.07912968710236556,0.9170049905137281,14.133597859519424,32.70737213635617,5.719035944663766,48.63396953243122,74.14901496852256,0.25304941720884144,0.0,0.6259178022143194,7.522068954196875,74.06249092037899,158.22589487515268,119.39784931559824,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.1,0.5750000000000001,72.9498949625747,1.45,0.07912968710236556,0.9155158745910601,11.621599430482116,32.71399541949973,5.719614971263339,48.63378682000649,74.1413583867716,0.2568172246256538,0.0,0.698720893829303,7.442200006240908,74.0551240270919,158.1694596401414,128.89809446472574,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.15,0.5750000000000001,72.54123296784485,1.45,0.07912968710236556
2020,1.0040804774324377,1.0063844791726142,16.055141472754507,30.27123388650344,5.501930014686068,53.61913501691793,86.86865007246872,0.24702929896591938,0.0,0.6080146075493984,8.467446911254775,86.74656038579296,184.3872151376062,124.5999977182405,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.05,0.5750000000000001,85.63174180307796,1.45,0.07912968710236556,1.000162140848005,13.362728840375395,30.30830746635225,5.505298126927574,53.62802861276407,87.05164453533537,0.25254177794402605,0.0,0.6787249699240075,8.38375035625519,86.93080588992581,185.73045069345756,135.03307105372735,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.1,0.5750000000000001,85.41060289169464,1.45,0.07912968710236556,0.9951586015291916,10.731298677228006,30.336653126771772,5.507871923599147,53.633648680565614,87.1623980622096,0.2547371661902443,0.0,0.7473498571685414,8.323764286000756,87.0426132328743,186.5466748315316,145.8758993499498,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.15,0.5750000000000001,85.04928813035897,1.45,0.07912968710236556
2025,1.0867627117830654,1.0909983923033122,15.365400141787214,27.66552120735093,5.259802392424161,58.4837242327841,101.00095060356877,0.2524037205497452,0.0,0.6573340993137209,9.340200990779401,100.8341253750512,214.64655240082993,139.31785963683672,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.05,0.5750000000000001,99.33783918246847,1.45,0.07912968710236556,1.0792474395307652,11.852756477112157,27.750583776299802,5.267882285729229,58.51264446086225,101.39189197406853,0.24936181421587952,0.0,0.7409093596944205,9.358389581597486,101.22800919237073,217.52070137767845,152.7963093262827,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.1,0.5750000000000001,99.12794094842766,1.45,0.07912968710236556,1.069066207529548,9.143505046475969,27.820624771636137,5.2745260234106475,58.53119242572956,101.52212864015497,0.25572490443959617,0.0,0.8046016925374475,9.24013916481943,101.36111674379917,218.48001924539722,163.28518925764905,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.15,0.5750000000000001,98.7121573208559,1.45,0.07912968710236556
2030,1.1660537728096325,1.1726675717720039,14.044801530918035,24.950526461855517,4.995050196129716,63.14952645068045,116.9645411508022,0.24730416825625037,0.0,0.713960546593364,10.460929826310926,116.74134222581753,252.11284373230257,158.77594847009578,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.05,0.5750000000000001,114.71439092430523,1.45,0.07912968710236556,1.1534547019327424,10.351432325212683,25.10731785600686,5.010720293132202,63.20547053401795,116.95819158642861,0.2492265521753353,0.0,0.7927057340824655,10.371555461634953,116.7422582088532,252.03741492842784,171.07371559390435,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.1,0.5750000000000001,114.0255340826048,1.45,0.07912968710236556,1.1367535078648003,7.039172271639557,25.23980299109372,5.023923067792113,63.259982372593214,117.38772039489484,0.2525961625381171,0.0,0.863839386841912,10.296322775270962,117.17722465009598,255.2260515537259,183.49121049417246,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.15,0.5750000000000001,113.70876720864815,1.45,0.07912968710236556
2035,1.2407768869587528,1.250517600031925,12.395975201641882,22.20306282521883,4.712012608771206,67.51878790628209,133.9309609419991,0.24735171881920184,0.0,0.7674289980245473,11.565065163134884,133.64032545064504,290.7168482682757,177.68679074749735,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.05,0.5750000000000001,131.00272298107637,1.45,0.07912968710236556,1.2222197288797405,8.529251612698692,22.453221484192923,4.73848303618288,67.64182373025145,133.9664205225432,0.24727890447369624,0.0,0.8430953423513617,11.500232267471867,133.68871623887594,290.91652673788127,191.50288275652778,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.1,0.5750000000000001,130.25572996899064,1.45,0.07912968710236556,1.1974104623238393,4.398734850988297,22.66799440384451,4.761091723947829,67.75325018490695,134.42573556764756,0.2524199160300444,0.0,0.9241181565366713,11.373340200599445,134.15827696924643,294.32042240118267,203.70347065230973,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.15,0.5750000000000001,129.70437338903898,1.45,0.07912968710236556
2040,1.3098861170241893,1.323623363010875,9.985026049007041,19.49974433942702,4.415851485209508,71.52987485842647,152.32647388826783,0.24633887582066955,0.0,0.8270048581327071,12.766601945305226,151.9561409991563,333.6841352307591,198.33506593991143,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.05,0.5750000000000001,148.52178244154186,1.45,0.07912968710236556,1.2848578498551348,6.088071710360233,19.859000333000527,4.456343830204367,71.7602995326423,152.231566635666,0.2465088434990144,0.0,0.8973016051596624,12.681912663357789,151.88282570109646,332.83077091421956,212.68521870566647,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.1,0.5750000000000001,147.56981994703239,1.45,0.07912968710236556,1.2499396494699613,2.5216266255573476,20.173928041747885,4.491539607055457,71.96886551248693,152.86112888294954,0.24952339625992162,0.0,0.9618926308259171,12.60537060473055,152.52972072288637,337.49310142162807,226.94926298391533,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.15,0.5750000000000001,147.2683462729763,1.45,0.07912968710236556
2045,1.3721176905320043,1.3906269536690483,6.249019132556589,16.911822550600224,4.112398637121677,75.12391218623425,172.00054680932428,0.2466927000410449,0.0,0.9005297009375407,14.001724311573598,171.5389751245551,379.9705896200684,219.3472491950597,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.05,0.5750000000000001,166.96699858211235,1.45,0.07912968710236556,1.340304600990953,3.3287853217132453,17.387385721832207,4.169818427921317,75.51870464392593,171.83004872784255,0.24625903268881055,0.0,0.949495976721831,13.937401590842732,171.4017032601408,378.41957016964125,234.9959681758524,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.1,0.5750000000000001,166.10434281029484,1.45,0.07912968710236556,1.294240372459404,0.7104696303979119,17.812886467356254,4.220531538486148,75.87309016820817,172.4608119234088,0.24728778493324732,0.0,0.9935120219632497,13.911635039672431,172.05993749068205,383.02079107653327,251.24710672989136,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.15,0.5750000000000001,166.0238596506627,1.45,0.07912968710236556
2050,1.4264117896382487,1.4493092250450264,3.392986769792698,14.501503214717843,3.8080839295790008,78.26503393709139,193.03752049483123,0.24328588229120565,0.0,0.9507994554032473,15.419242552077717,192.47485291866528,430.3165319546073,243.7430297246096,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.05,0.5750000000000001,186.92466743742935,1.45,0.07912968710236556,1.3874609479004256,0.3256925631991816,15.088914905027702,3.8844452506152924,78.89130936030062,192.7893583986841,0.24434600948301063,0.0,0.9989412176081338,15.313989707573759,192.27435198199657,427.97644591884045,259.3765835123719,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.1,0.5750000000000001,185.9091579199175,1.45,0.07912968710236556,1.330333501712038,0.3123105749876943,15.62475363446664,3.952815912038738,79.45212964005898,193.28998575558927,0.24332117624978694,0.0,0.9991537243195023,15.37770096842591,192.81528660345995,431.4483094181857,278.50219684454834,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.15,0.5750000000000001,186.42976167357415,1.45,0.07912968710236556
2055,1.4702146660610593,1.4987577599564068,0.4295861399869515,12.312918581439408,3.5089768567831006,80.93513957569067,215.0041208440243,0.24305246002312486,0.0,0.996703887150601,16.8361564442547,214.3339311900461,481.47827215140205,267.4879023259877,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.05,0.5750000000000001,207.7786618039991,1.45,0.07912968710236556,1.425248861164478,0.2620902805101733,12.999405439078114,3.6054688237562273,81.86786773695681,214.8827945211556,0.24439134806851426,0.0,0.9991799379516034,16.798382689681535,214.27707566367297,479.84661587100953,285.31756317719197,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.1,0.5750000000000001,207.67983157479964,1.45,0.07912968710236556,1.3596493668799787,0.23633946694275082,13.630801649424104,3.6919915559795236,82.70216813547351,215.18594007083718,0.24359655017439047,0.0,0.9995615107178587,16.843620476168375,214.63391883218236,481.57745672025203,304.8009180194422,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.15,0.5750000000000001,208.02030100671288,1.45,0.07912968710236556
